id,date,mime,title,slug,url
1196,2025-10-22T16:44:18,image/webp,cab-entrada-5,cab-entrada-5-2,http://161.22.44.59/~a49579wx/wp-content/uploads/cab-entrada-5.webp
926,2025-04-17T12:37:30,image/webp,Carlos Ortet,carlos-ortet-2,http://161.22.44.59/~a49579wx/wp-content/uploads/carlos-ortet.webp
982,2025-07-09T11:15:01,image/webp,Carlos Ortet - CEO & Cofundador de 498AS,carlos-ortet_fundador-498as-2,http://161.22.44.59/~a49579wx/wp-content/uploads/carlos-ortet_fundador-498as.webp
901,2025-04-15T16:53:01,image/webp,Aceleración de la innovación,consultoria-tecnologia_aceleracuion-startup-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_aceleracuion-startup.webp
902,2025-04-15T16:53:01,image/webp,Agencia de Inteligencia Artificial,consultoria-tecnologia_agencia-ia-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_agencia-ia.webp
903,2025-04-15T16:53:02,image/webp,Desarrollo de productos,consultoria-tecnologia_desarrollo-productos-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_desarrollo-productos.webp
904,2025-04-15T16:53:03,image/webp,Empresas innovadoras,consultoria-tecnologia_divulgacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_divulgacion.webp
905,2025-04-15T16:53:03,image/webp,Gestión de grandes volúmenes de datos,consultoria-tecnologia_estudio-datos-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_estudio-datos.webp
900,2025-04-15T16:53:00,image/webp,Consultoría de innovación,consultoria-tecnologia_innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologia_innovacion.webp
976,2025-07-02T11:12:09,image/webp,consultoria-tecnologica,consultoria-tecnologica-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/consultoria-tecnologica.webp
980,2025-07-07T12:28:47,image/webp,EBook sobre innovación tecnológica para empresas,ebook-innovgacion-tecnologica-empresas-2,http://161.22.44.59/~a49579wx/wp-content/uploads/ebook-innovgacion-tecnologica-empresas.webp
981,2025-07-07T17:31:17,image/png,Elementor-post-screenshot_100_2025-07-07-15-31-17_2c6528ee.png,elementor-post-screenshot_100_2025-07-07-15-31-17_2c6528ee-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_100_2025-07-07-15-31-17_2c6528ee.png
993,2025-07-28T16:17:33,image/png,Elementor-post-screenshot_100_2025-07-28-14-17-33_68d1600c.png,elementor-post-screenshot_100_2025-07-28-14-17-33_68d1600c-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_100_2025-07-28-14-17-33_68d1600c.png
998,2025-07-29T09:29:18,image/png,Elementor-post-screenshot_100_2025-07-29-07-29-18_7b2f1500.png,elementor-post-screenshot_100_2025-07-29-07-29-18_7b2f1500-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_100_2025-07-29-07-29-18_7b2f1500.png
1072,2025-09-01T10:08:24,image/png,Elementor-post-screenshot_100_2025-09-01-08-08-24_7f3e2dcf.png,elementor-post-screenshot_100_2025-09-01-08-08-24_7f3e2dcf-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_100_2025-09-01-08-08-24_7f3e2dcf.png
1138,2025-10-21T10:23:58,image/png,Elementor-post-screenshot_100_2025-10-21-08-23-58_2b5b9880.png,elementor-post-screenshot_100_2025-10-21-08-23-58_2b5b9880-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_100_2025-10-21-08-23-58_2b5b9880.png
1153,2025-10-21T12:49:01,image/png,Elementor-post-screenshot_1141_2025-10-21-10-49-01_7d8860c3.png,elementor-post-screenshot_1141_2025-10-21-10-49-01_7d8860c3-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_1141_2025-10-21-10-49-01_7d8860c3.png
1163,2025-10-21T16:13:45,image/png,Elementor-post-screenshot_1141_2025-10-21-14-13-45_72c6534f.png,elementor-post-screenshot_1141_2025-10-21-14-13-45_72c6534f-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_1141_2025-10-21-14-13-45_72c6534f.png
1180,2025-10-22T12:21:59,image/png,Elementor-post-screenshot_1141_2025-10-22-10-21-59_5e7e1319.png,elementor-post-screenshot_1141_2025-10-22-10-21-59_5e7e1319-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_1141_2025-10-22-10-21-59_5e7e1319.png
977,2025-07-02T11:42:22,image/png,Elementor-post-screenshot_499_2025-07-02-09-42-22_4cdc7c78.png,elementor-post-screenshot_499_2025-07-02-09-42-22_4cdc7c78-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_499_2025-07-02-09-42-22_4cdc7c78.png
1001,2025-07-29T12:28:00,image/png,Elementor-post-screenshot_499_2025-07-29-10-28-00_24556248.png,elementor-post-screenshot_499_2025-07-29-10-28-00_24556248-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_499_2025-07-29-10-28-00_24556248.png
1185,2025-10-22T16:13:36,image/png,Elementor-post-screenshot_83_2025-10-22-14-13-36_72b5773d.png,elementor-post-screenshot_83_2025-10-22-14-13-36_72b5773d-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_83_2025-10-22-14-13-36_72b5773d.png
1223,2025-10-23T09:09:55,image/png,Elementor-post-screenshot_83_2025-10-23-07-09-55_1e20498c.png,elementor-post-screenshot_83_2025-10-23-07-09-55_1e20498c-png-2,http://161.22.44.59/~a49579wx/wp-content/uploads/elementor/screenshots/Elementor-post-screenshot_83_2025-10-23-07-09-55_1e20498c.png
973,2025-07-02T09:36:57,image/png,empresa-de-innovacion-tecnologica-2,empresa-de-innovacion-tecnologica-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-de-innovacion-tecnologica-2.png
974,2025-07-02T09:38:13,image/png,empresa-de-innovacion-tecnologica,empresa-de-innovacion-tecnologica-3-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-de-innovacion-tecnologica.png
971,2025-06-30T18:17:40,image/webp,empresa-de-innovacion-tecnologica,empresa-de-innovacion-tecnologica-4,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-de-innovacion-tecnologica.webp
1029,2025-08-12T10:30:33,image/webp,empresa-innovacion-tecnologica-con-ia,empresa-innovacion-tecnologica-con-ia-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-innovacion-tecnologica-con-ia.webp
984,2025-07-10T09:41:09,image/png,empresa-innovacion-tecnologica-drc,empresa-innovacion-tecnologica-drc-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-innovacion-tecnologica-drc.png
983,2025-07-10T09:41:08,image/png,empresa-innovacion-tecnologica-izq,empresa-innovacion-tecnologica-izq-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-innovacion-tecnologica-izq.png
970,2025-06-30T18:11:35,image/webp,empresa-innovacion-tecnologica,empresa-innovacion-tecnologica-2,http://161.22.44.59/~a49579wx/wp-content/uploads/empresa-innovacion-tecnologica.webp
1156,2025-10-21T12:51:56,image/webp,entrada-2-blog,entrada-2-blog-2,http://161.22.44.59/~a49579wx/wp-content/uploads/entrada-2-blog.webp
1161,2025-10-21T13:00:38,image/webp,entrada-3,entrada-3-2,http://161.22.44.59/~a49579wx/wp-content/uploads/entrada-3.webp
928,2025-04-17T12:46:37,image/webp,Carlos Ortet - CEO 498AS,equipo-498as_calos-ortet-2,http://161.22.44.59/~a49579wx/wp-content/uploads/equipo-498as_calos-ortet.webp
927,2025-04-17T12:46:36,image/webp,Personal 498AS,equipo-498as_personal-2,http://161.22.44.59/~a49579wx/wp-content/uploads/equipo-498as_personal.webp
907,2025-04-16T10:56:40,image/webp,Consultora de innovación Barcelona (España ),equipo-innovador-2,http://161.22.44.59/~a49579wx/wp-content/uploads/equipo-innovador.webp
979,2025-07-03T17:44:56,image/webp,estrategia-empresarial-innovacion,estrategia-empresarial-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/estrategia-empresarial-innovacion.webp
963,2025-06-26T09:30:56,image/png,experiencia-tecnoclogia,experiencia-tecnoclogia-2,http://161.22.44.59/~a49579wx/wp-content/uploads/experiencia-tecnoclogia.png
935,2025-04-22T13:26:49,image/png,Consultoría de innovación tecnológica - 498AS,favi-498as-2,http://161.22.44.59/~a49579wx/wp-content/uploads/favi-498as.png
934,2025-04-22T13:25:53,image/png,Consultoría de innovación tecnológica - 498AS,favi-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/favi.png
968,2025-06-30T12:57:08,image/png,flecha-drc-innovacion,flecha-drc-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/flecha-drc-innovacion.png
969,2025-06-30T12:57:09,image/png,flecha-izq-innovacion,flecha-izq-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/flecha-izq-innovacion.png
1192,2025-10-22T16:36:32,image/webp,img-entrada-5,img-entrada-5-2,http://161.22.44.59/~a49579wx/wp-content/uploads/img-entrada-5.webp
936,2025-04-24T12:12:25,image/webp,Innovación empresarial,innovacion-empresarial-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-empresarial.webp
975,2025-07-02T09:56:44,image/webp,innovacion-tecnologica-para-empresas-2,innovacion-tecnologica-para-empresas-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica-para-empresas-2.webp
972,2025-07-01T09:35:15,image/webp,innovacion-tecnologica-para-empresas,innovacion-tecnologica-para-empresas-3,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica-para-empresas.webp
921,2025-04-17T10:30:22,image/webp,GEODesk AI,innovacion-tecnologica_geodesk-ai-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_GEODesk-AI.webp
1040,2025-08-12T11:37:21,image/webp,innovacion-tecnologica_abrir,innovacion-tecnologica_abrir-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_abrir.webp
1047,2025-08-14T09:42:08,image/webp,innovacion-tecnologica_abrir_p,innovacion-tecnologica_abrir_p-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_abrir_p.webp
914,2025-04-16T17:03:47,image/webp,Agencia de inteligencia artificial,innovacion-tecnologica_agencia-intelgencia-artificial-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_agencia-intelgencia-artificial.webp
915,2025-04-16T17:03:49,image/webp,Data managament & visualization,innovacion-tecnologica_analisis-datos-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_analisis-datos.webp
923,2025-04-17T10:55:09,image/webp,Blog 498AS,innovacion-tecnologica_blog-ebook-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_blog-ebook.webp
1038,2025-08-12T11:37:20,image/webp,innovacion-tecnologica_cerrar,innovacion-tecnologica_cerrar-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_cerrar.webp
1045,2025-08-14T09:42:06,image/webp,innovacion-tecnologica_cerrar_p,innovacion-tecnologica_cerrar_p-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_cerrar_p.webp
933,2025-04-22T11:20:10,image/webp,Contactar con empresa de innovación tecnológica e inteligencia artificial,innovacion-tecnologica_contacto-empresa-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_contacto-empresa.webp
916,2025-04-16T17:03:50,image/webp,Desarrollo de productos en agencia tecnológica innovadora,innovacion-tecnologica_desarrollo-producto-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_desarrollo-producto.webp
906,2025-04-16T09:58:35,image/webp,Empresa de innovación tecnológica,innovacion-tecnologica_empresa-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_empresa.webp
925,2025-04-17T12:24:35,image/webp,498AS - Consultoría de innovación tecnológica,innovacion-tecnologica_equipo-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_equipo.webp
911,2025-04-16T12:26:32,image/webp,Consultoría de innovación para empresas,innovacion-tecnologica_innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_innovacion.webp
912,2025-04-16T13:07:25,image/webp,Inspiración y formación para innovación tecnológica,innovacion-tecnologica_inspiracion-formacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_inspiracion-formacion.webp
919,2025-04-17T10:21:07,image/webp,motionVR,innovacion-tecnologica_motion-vr-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_motion-vr.webp
918,2025-04-16T18:28:33,image/webp,Productos tecnológicos e innovadores con IA,innovacion-tecnologica_productos-ia-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_productos-ia.webp
910,2025-04-16T11:43:40,image/webp,Servicios de innovación tecnológica para empresas,innovacion-tecnologica_servicios-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_servicios-2.webp
909,2025-04-16T11:40:45,image/webp,Servicios de innovación tecnológica para empresas,innovacion-tecnologica_servicios-3,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_servicios.webp
922,2025-04-17T10:41:47,image/webp,Stardesk,innovacion-tecnologica_stardesk-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_stardesk-2.webp
920,2025-04-17T10:30:21,image/webp,Stardesk,innovacion-tecnologica_stardesk-3,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_stardesk.webp
913,2025-04-16T17:03:46,image/webp,Aceleramos la innovación de startups con tecnología,innovacion-tecnologica_startup-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_startup.webp
908,2025-04-16T11:25:06,image/webp,Misión y visión tecnológica para empresas,innovacion-tecnologica_vision-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion-tecnologica_vision-innovacion.webp
1129,2025-10-17T12:56:24,image/webp,innovacion_geodesck-ai,innovacion_geodesck-ai-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion_geodesck-ai-1.webp
1122,2025-10-17T12:41:05,image/webp,innovacion_geodesck-ai,innovacion_geodesck-ai-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion_geodesck-ai.webp
1124,2025-10-17T12:41:06,image/webp,innovacion_motion-vr,innovacion_motion-vr-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion_motion-vr.webp
1127,2025-10-17T12:56:22,image/webp,innovacion_stardesk,innovacion_stardesk-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion_stardesk-1.webp
1120,2025-10-17T12:41:03,image/webp,innovacion_stardesk,innovacion_stardesk-2,http://161.22.44.59/~a49579wx/wp-content/uploads/innovacion_stardesk.webp
967,2025-06-26T11:41:05,image/png,linked,linked-2,http://161.22.44.59/~a49579wx/wp-content/uploads/linked.png
966,2025-06-26T11:36:35,image/png,logo-498-footer,logo-498-footer-2,http://161.22.44.59/~a49579wx/wp-content/uploads/logo-498-footer.png
917,2025-04-16T17:59:54,image/webp,Financiado por la Unión Europea-Next Generation EU,logo-digitalizadores-mw-2,http://161.22.44.59/~a49579wx/wp-content/uploads/logo-digitalizadores-mw.webp
965,2025-06-26T09:31:21,image/png,paises-tecnologia,paises-tecnologia-2,http://161.22.44.59/~a49579wx/wp-content/uploads/paises-tecnologia.png
929,2025-04-17T12:56:13,image/webp,GEODesk AI,productos-innovadores-tecnologicos_geodesk-ai-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-innovadores-tecnologicos_GEODesk-AI.webp
930,2025-04-17T12:56:14,image/webp,motionVR,productos-innovadores-tecnologicos_motionvr-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-innovadores-tecnologicos_motionvr.webp
931,2025-04-17T12:56:15,image/webp,Stardesk,productos-innovadores-tecnologicos_stardesk-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-innovadores-tecnologicos_stardesk-2.webp
932,2025-04-17T12:59:07,image/webp,Productos tecnológicos e innovadores con IA,productos-innovadores-tecnologicos_stardesk-3,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-innovadores-tecnologicos_stardesk.webp
1114,2025-10-17T11:54:37,image/webp,productos-tecnologicos-innovacion,productos-tecnologicos-innovacion-2-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-tecnologicos-innovacion-1.webp
1111,2025-10-17T11:41:00,image/webp,productos-tecnologicos-innovacion,productos-tecnologicos-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-tecnologicos-innovacion.webp
1117,2025-10-17T12:07:25,image/webp,productos-tecnologicos-para-innovacion,productos-tecnologicos-para-innovacion-2,http://161.22.44.59/~a49579wx/wp-content/uploads/productos-tecnologicos-para-innovacion.webp
964,2025-06-26T09:31:20,image/png,proyectos-tecnologicos,proyectos-tecnologicos-2,http://161.22.44.59/~a49579wx/wp-content/uploads/proyectos-tecnologicos.png
1051,2025-08-14T10:40:51,image/webp,realidad-virtual-motion-r,realidad-virtual-motion-r-2,http://161.22.44.59/~a49579wx/wp-content/uploads/realidad-virtual-motion-r.webp
1133,2025-10-21T10:01:58,image/webp,servicios-innovacion-tecnologica,servicios-innovacion-tecnologica-2,http://161.22.44.59/~a49579wx/wp-content/uploads/servicios-innovacion-tecnologica.webp
1218,2025-10-22T19:56:45,image/webp,servicios-tecnologicos,servicios-tecnologicos-2,http://161.22.44.59/~a49579wx/wp-content/uploads/servicios-tecnologicos.webp
1301,2025-11-18T17:52:27,,Elementor-post-screenshot_83_2025-11-18-16-52-27_1f6eacfe.png,elementor-post-screenshot_83_2025-11-18-16-52-27_1f6eacfe-png-2,https://498as.com/?attachment_id=1300
955,2025-06-23T11:20:54,image/webp,Empresa de innovación tecnológica,498-innovacion-2,https://498as.com/wp-content/uploads/2025/498-innovacion.webp
956,2025-06-23T11:20:54,image/webp,agencia-inteligencia-artificial,agencia-inteligencia-artificial-2-2,https://498as.com/wp-content/uploads/2025/agencia-inteligencia-artificial.webp
957,2025-06-23T11:20:54,image/webp,consultoria-innovacion-tecnologica,consultoria-innovacion-tecnologica-2-2,https://498as.com/wp-content/uploads/2025/consultoria-innovacion-tecnologica.webp
958,2025-06-23T11:20:54,image/webp,data-managament,data-managament-2,https://498as.com/wp-content/uploads/2025/data-managament.webp
959,2025-06-23T11:20:54,image/webp,desarrollo-productos,desarrollo-productos-2,https://498as.com/wp-content/uploads/2025/desarrollo-productos.webp
960,2025-06-23T11:20:54,image/webp,divulgacion-formacion-innovacion,divulgacion-formacion-innovacion-2,https://498as.com/wp-content/uploads/2025/divulgacion-formacion-innovacion.webp
961,2025-06-23T11:20:54,image/webp,fast-startup,fast-startup-2,https://498as.com/wp-content/uploads/2025/fast-startup.webp
962,2025-06-23T12:37:15,image/png,flecha-innovacion,flecha-innovacion-2,https://498as.com/wp-content/uploads/2025/flecha-innovacion.png
1229,2025-11-04T16:43:20,video/mp4,2_QUIENES-SOMOS_01,2_quienes-somos_01-2,https://498as.com/wp-content/uploads/2_QUIENES-SOMOS_01.mp4
937,2025-06-10T11:37:43,font/sfnt,Poppins-Black,poppins-black-2,https://498as.com/wp-content/uploads/Poppins-Black.ttf
939,2025-06-10T11:43:06,font/sfnt,Poppins-BlackItalic,poppins-blackitalic-2,https://498as.com/wp-content/uploads/Poppins-BlackItalic.ttf
940,2025-06-10T11:43:06,font/sfnt,Poppins-Bold,poppins-bold-2,https://498as.com/wp-content/uploads/Poppins-Bold.ttf
941,2025-06-10T11:43:06,font/sfnt,Poppins-BoldItalic,poppins-bolditalic-2,https://498as.com/wp-content/uploads/Poppins-BoldItalic.ttf
942,2025-06-10T11:43:06,font/sfnt,Poppins-ExtraBold,poppins-extrabold-2,https://498as.com/wp-content/uploads/Poppins-ExtraBold.ttf
943,2025-06-10T11:43:06,font/sfnt,Poppins-ExtraBoldItalic,poppins-extrabolditalic-2,https://498as.com/wp-content/uploads/Poppins-ExtraBoldItalic.ttf
944,2025-06-10T11:43:06,font/sfnt,Poppins-ExtraLight,poppins-extralight-2,https://498as.com/wp-content/uploads/Poppins-ExtraLight.ttf
945,2025-06-10T11:43:06,font/sfnt,Poppins-ExtraLightItalic,poppins-extralightitalic-2,https://498as.com/wp-content/uploads/Poppins-ExtraLightItalic.ttf
946,2025-06-10T11:43:06,font/sfnt,Poppins-Italic,poppins-italic-2,https://498as.com/wp-content/uploads/Poppins-Italic.ttf
938,2025-06-10T11:37:43,font/sfnt,Poppins-Light,poppins-light-2,https://498as.com/wp-content/uploads/Poppins-Light.ttf
947,2025-06-10T11:43:07,font/sfnt,Poppins-LightItalic,poppins-lightitalic-2,https://498as.com/wp-content/uploads/Poppins-LightItalic.ttf
948,2025-06-10T11:43:07,font/sfnt,Poppins-Medium,poppins-medium-2,https://498as.com/wp-content/uploads/Poppins-Medium.ttf
949,2025-06-10T11:43:07,font/sfnt,Poppins-MediumItalic,poppins-mediumitalic-2,https://498as.com/wp-content/uploads/Poppins-MediumItalic.ttf
950,2025-06-10T11:43:07,font/sfnt,Poppins-Regular,poppins-regular-2,https://498as.com/wp-content/uploads/Poppins-Regular.ttf
951,2025-06-10T11:43:07,font/sfnt,Poppins-SemiBold,poppins-semibold-2,https://498as.com/wp-content/uploads/Poppins-SemiBold.ttf
952,2025-06-10T11:43:07,font/sfnt,Poppins-SemiBoldItalic,poppins-semibolditalic-2,https://498as.com/wp-content/uploads/Poppins-SemiBoldItalic.ttf
953,2025-06-10T11:43:07,font/sfnt,Poppins-Thin,poppins-thin-2,https://498as.com/wp-content/uploads/Poppins-Thin.ttf
954,2025-06-10T11:43:07,font/sfnt,Poppins-ThinItalic,poppins-thinitalic-2,https://498as.com/wp-content/uploads/Poppins-ThinItalic.ttf
1270,2025-11-05T09:52:29,image/webp,blog-innovacion-tecnologica_,blog-innovacion-tecnologica_-2,https://498as.com/wp-content/uploads/blog-innovacion-tecnologica_.webp
1273,2025-11-05T09:58:12,image/webp,blog-innovacion-tecnologica_6,blog-innovacion-tecnologica_6-2,https://498as.com/wp-content/uploads/blog-innovacion-tecnologica_6.webp
1358,2025-12-10T09:56:05,image/png,Productos de innovación tecnológica,circulo-cruz,https://498as.com/wp-content/uploads/circulo-cruz.png
